_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40
0,0,31,26,4,8768,,0,4,2,0,0,,4,f473b8dc,b06f9574,ababa78b,5ec469f9,25c83c98,fe6b92e5,0bdc3959,0b153874,a73ee510,3b08e48b,c6cb726f,63d3fb31,176d07bc,1adce6ef,b62ec7c9,c574de76,07c540c4,e9a3d86d,21ddcdc9,b1252a9d,1a00a447,78e2e389,32c7478e,dadea544,001f3601,6dff734f
1,1,1,9,9,921,9,15,15,424,1,8,0,9,a03bd830,04e09220,8af97d79,a1e6a194,25c83c98,fbad5c96,9af6e535,0b153874,a73ee510,5769e63a,bc786d15,f2d5da00,e7c6a03d,b28479f6,69f825dd,23056e4f,3486227d,6fc84bfb,,,a10e2bab,,423fab69,ded4aac9,,
0,2,0,15,8,30,8,23,8,93,1,3,0,8,70d60005,1cfdf714,b5d86fa0,aba22abf,25c83c98,3bf701e7,38142205,37e4aa92,a73ee510,522ee6f3,07128696,a01959ff,5d235d7a,687dfaf4,a54fca2b,1af240d2,3486227d,e88ffc9d,7324dc45,a458ea53,4ecf5360,ad3062eb,dbb486d7,8d988431,cb079c2d,86d572b3
0,,1149,13,2,18686,30,2,2,9,,1,,2,5a9ed9b0,1cfdf714,6952d87b,431b458b,25c83c98,7e0ccccf,7415122a,51d76abe,a73ee510,f9065d00,0e4ebdac,e5b174a9,779f824b,b28479f6,d345b1a0,58414f3e,e5ba7672,e88ffc9d,c7dc6720,a458ea53,b4210d86,,3a171ecb,f72ea268,cb079c2d,5b7cf17c
0,,1396,15,3,9931,91,10,15,58,,1,,6,05db9164,287130e0,90e3b6a3,4cce7821,25c83c98,7e0ccccf,72d11155,37e4aa92,a73ee510,f26b7f57,0b9f69c5,c678f87b,ab71b9e2,07d13a8f,10040656,7f79e68c,e5ba7672,891589e7,315ba0e1,a458ea53,b7ac0033,,3a171ecb,3fdb382b,3d2bedd7,49d68486
1,1,0,2,,266,8,11,10,206,1,4,0,,46300ee3,d8fc04df,cf4e753a,2a02f19f,25c83c98,7e0ccccf,ef10547e,5b392875,a73ee510,02ee778d,0ea2f0e7,e8cc0c24,2c7bd6f7,b28479f6,9da6bb5f,7f787ad5,e5ba7672,cbadff99,21ddcdc9,5840adea,97ad3001,,32c7478e,3b183c5c,010f6491,dd8b4f5c
0,,5,3,2,,,0,2,2,,0,,2,05db9164,38a947a1,e8652daa,a33c37d0,25c83c98,fe6b92e5,0dab78da,062b5529,7cc72ec2,3b08e48b,7bc78da9,a7138f1e,6b5d07b4,b28479f6,ff933175,6ee8f7b4,2005abd1,e1e3d16a,,,94e55adc,,be7c41b4,a6e8741e,,
0,,56,23,1,27260,,0,1,1,,0,,1,be589b51,4f25e98b,8b8429f4,b7bac6d5,4cf72387,7e0ccccf,44fb02c7,0b153874,a73ee510,48317e70,2386466b,ad4960b4,45db6793,b28479f6,8ab5b746,57de6861,07c540c4,7ef5affa,dcb7a0e1,b1252a9d,ed40ea4d,,32c7478e,79fc7b8a,724b04da,0cc1543a
0,,0,20,6,29148,,0,7,6,,0,,6,68fd1e64,d97d4ce8,796aae85,ee36060f,4cf72387,,e15d33f5,5b392875,7cc72ec2,7fc0c2b2,ef969cb2,9338777d,ac249cd4,b28479f6,936289f3,46c94a1a,e5ba7672,fb342121,21ddcdc9,5840adea,7288f4fc,,32c7478e,6c1cdd05,ea9a246c,1219b447
1,,-1,,,17180,37,4,0,54,,3,,,05db9164,38d50e09,92eb3174,88e439d9,25c83c98,fbad5c96,72c0043a,0b153874,a73ee510,6b04828e,84eb4210,604f499b,5fffcbe5,b28479f6,06373944,8e662061,e5ba7672,fffe2a63,21ddcdc9,b1252a9d,872c22d6,,3a171ecb,df487a73,001f3601,c27f155b
1,0,0,,3,5201,128,9,32,175,0,3,,3,05db9164,f6f4fe4b,1763438d,bbf6ede5,4cf72387,6f6d9be8,b13433e4,0b153874,a73ee510,a1ee64a6,ef969cb2,07fc6e94,ac249cd4,07d13a8f,9ca59173,8bdfcf22,e5ba7672,ca5a75f3,,,2b5c0a21,,32c7478e,00a359b5,,
1,,110,,1,29844,38,5,4,39,,1,,1,05db9164,1cfdf714,245d799c,7c944c16,25c83c98,fbad5c96,c86e8c6b,25239412,7cc72ec2,d72f452e,4d8549da,e33d9561,51b97b8f,b28479f6,d345b1a0,00a5d576,e5ba7672,e88ffc9d,3fc9f59b,a458ea53,ecb48d4a,,bcdee96c,3fdb382b,cb079c2d,64f08cc6
0,2,64,6,16,14,16,2,18,16,1,1,,16,5a9ed9b0,38d50e09,14566c1d,f8f95791,4cf72387,7e0ccccf,e7ed3eac,0b153874,a73ee510,3b08e48b,0eb7632e,ead222c1,96fa211f,07d13a8f,ee569ce2,2ab6234c,d4bb7bd8,582152eb,21ddcdc9,5840adea,1f9d525c,,3a171ecb,ad521767,001f3601,4e7af834
0,,43,2,2,7256,11,2,4,4,,1,,2,68fd1e64,f6f4fe4b,5f81f476,1981db02,d3ae3ce1,,6c87f951,0b153874,a73ee510,3b08e48b,c7911548,1d07bbb0,f7531922,b28479f6,df360709,d06725a3,07c540c4,c587eafc,,,6bb926af,,32c7478e,670bf78e,,
0,0,1,16,16,4116,226,13,22,100,0,1,,16,05db9164,4f25e98b,a65db9fb,9f43a1b5,0942e0a7,7e0ccccf,ea8d581d,37e4aa92,a73ee510,f3678585,c4525253,28156fd4,2648f8ef,b28479f6,99637b25,87140baa,e5ba7672,c04ce6df,246f6bd2,b1252a9d,67bb5322,,32c7478e,9117a34a,001f3601,54ca28ff
0,,1,1,7,28578,,,8,,,,,8,68fd1e64,5ca60b73,03f5e595,bdc301e2,25c83c98,7e0ccccf,96c462db,1f89b562,a73ee510,3b08e48b,4e596595,870771b1,e8d32ad8,b28479f6,d7b9be02,bb01ab0a,776ce399,04c62c3d,,,92259097,,be7c41b4,8ea22d26,,
0,,0,2,3,145368,,,3,,,,,3,5a9ed9b0,2607540a,081c3173,277560b1,25c83c98,fe6b92e5,713a314b,0b153874,7cc72ec2,3b08e48b,ea857ad7,d9a70726,0110dc36,07d13a8f,ea906d6f,5f62f6d0,e5ba7672,8a25126c,,,f06175bf,,3a171ecb,8b3e4d3f,,
0,0,2,14,12,61,477,1,49,135,0,1,,11,05db9164,38d50e09,3bebd9f3,957f23f3,4cf72387,,38eb9cf4,64523cfa,a73ee510,2a47dab8,bc8c9f21,a4bfca8f,46f42a63,b28479f6,42b3012c,37b12930,e5ba7672,582152eb,21ddcdc9,5840adea,5c4d270f,,32c7478e,d0747910,001f3601,aa5f0a15
1,0,186,2,,2901,3,16,3,25,0,4,,,426610d2,8cc9c66e,0d0b514e,a628cdd9,25c83c98,7e0ccccf,5ce4765a,0b153874,a73ee510,c115fa38,c1dcf5cb,529fc78b,bccc0f27,07d13a8f,2b8f96c1,8277059c,e5ba7672,a6f5dd38,21ddcdc9,b1252a9d,ae1b7659,,32c7478e,ad5b1043,2bf691b1,0f8791ac
0,,2,3,,,,,0,,,,,,05db9164,80e26c9b,51cfac42,d1a713b4,43b19349,,e7698644,a61cc0ef,7cc72ec2,3b08e48b,f9d0f35e,68e62e81,b55434a9,b28479f6,900aa8c4,40779a77,2005abd1,49c6a5d6,21ddcdc9,a458ea53,e6df1511,,be7c41b4,f1e21447,e8b83407,ac4235cd
0,,0,2,4,3578,74,3,5,63,,2,,4,05db9164,207b2d81,365d1d63,e9370452,25c83c98,,4f9b38fe,985e3fcb,a73ee510,416b5b64,4ca0f167,8ff467ea,eb4b1bfd,64c94865,11b2ae92,acf5f625,e5ba7672,395856b0,21ddcdc9,a458ea53,b6af5d81,,32c7478e,27e81296,001f3601,94525e91
0,4,3,3,1,270,4,29,1,2,1,10,0,1,05db9164,80e26c9b,88c5c4c7,85dd697c,4cf72387,fbad5c96,7de93965,0b153874,a73ee510,28c6ef79,9ba53fcc,a147ad8c,42156eb4,07d13a8f,e8f4b767,2d0bbe92,27c07bd6,005c6740,21ddcdc9,5840adea,d73a1706,ad3062eb,3a171ecb,1793a828,e8b83407,b9809574
0,0,1,104,43,2858,73,2,44,46,0,1,0,43,05db9164,4f25e98b,77e4de80,dbb626a3,4cf72387,7e0ccccf,7b887f38,5b392875,a73ee510,828a27b7,aa209877,35503383,83827cf4,b28479f6,8ab5b746,2cf6377f,d4bb7bd8,7ef5affa,3014a4b1,a458ea53,e1be3c5a,ad3062eb,32c7478e,cd3657a5,001f3601,64e838d4
0,,3,,3,21425,194,10,3,115,,2,,3,8cf07265,a0e12995,b3ee24fe,631a0f79,25c83c98,7e0ccccf,ca4c27ef,0b153874,a73ee510,7ef432eb,1bdc0607,9b665b9c,619a03e9,07d13a8f,73e2709e,b7a016ed,e5ba7672,1616f155,21ddcdc9,5840adea,1df3ad93,,423fab69,3aebd96a,9b3e8820,aa5f0a15
0,,24,,5,9146,114,5,17,104,,1,0,5,05db9164,90081f33,27af3e1f,379a7ea8,25c83c98,fbad5c96,379fff07,0b153874,a73ee510,6380ac5b,45ca0a69,c5f4439e,17bb51e8,b28479f6,281363b2,2a98c117,e5ba7672,0ebdbf46,,,47dfd212,ad3062eb,32c7478e,ae362bdd,,
0,0,1,29,5,3476,430,20,28,85,0,2,,5,05db9164,4f25e98b,9097a699,2fcd21f4,25c83c98,fbad5c96,36b21dc8,37e4aa92,a73ee510,dc9f749b,0f1fa8b8,37c28e63,e4e9ce3a,1adce6ef,fb2772ea,4aa45c2c,e5ba7672,bc5a0ff7,a2eea4d0,a458ea53,d20113f6,,423fab69,0ea6eb3c,001f3601,0da76050
0,,-1,,,260526,,0,6,12,,0,,,68fd1e64,6887a43c,9b792af9,9c6d05a0,25c83c98,7e0ccccf,08a6c211,5b392875,7cc72ec2,00f2b452,41b3f655,6532318c,ce5114a2,1adce6ef,ef6b7bdf,2c9d222f,3486227d,8f0f692f,21ddcdc9,a458ea53,cc6a9262,ad3062eb,32c7478e,a5862ce8,445bbe3b,b6a3490e
0,,1,22,2,69219,,0,4,11,,0,,4,05db9164,f0cf0024,9dd3c4fc,a09fab49,25c83c98,fbad5c96,02dabf8f,0b153874,7cc72ec2,00460566,d9085127,3c5900b5,ef7e2c01,b28479f6,fdb1071f,0decd005,e5ba7672,cc693e93,21ddcdc9,b1252a9d,7633c7c8,,3a171ecb,17f458f7,ea9a246c,2b5727c4
0,,48,6,5,1686,14,5,14,15,,3,,5,68fd1e64,8f5b4275,b009d929,c7043c4b,25c83c98,7e0ccccf,0b28383c,0b153874,a73ee510,6594ece9,e4783e44,3563ab62,2ac84021,07d13a8f,edb12304,b688c8cc,e5ba7672,65c9624a,21ddcdc9,5840adea,2754aaf1,,3a171ecb,3b183c5c,e8b83407,a9a5cd4f
0,4,-1,,,112,34,17,7,249,1,3,0,,05db9164,80e26c9b,e346a5fd,85dd697c,25c83c98,13718bbd,ec3a7885,1f89b562,a73ee510,4b4670a5,529e8447,539c5644,50a56f08,1adce6ef,0f942372,aafa191e,e5ba7672,005c6740,21ddcdc9,5840adea,7e5b7cc4,,32c7478e,1793a828,e8b83407,b9809574
0,2,0,3,3,14,3,4,3,34,1,2,,3,05db9164,f7ab4058,27c6cfe4,91bfe327,25c83c98,fbad5c96,d8bd8f84,1f89b562,a73ee510,d37a911d,d5a66f22,2edf6ee5,7f3c5570,b28479f6,7ae598b5,31140703,e5ba7672,e5213cd5,21ddcdc9,b1252a9d,865546f4,c9d4222a,32c7478e,03b8c7d3,001f3601,bb7c6b13
0,,-1,,,33197,61,0,0,36,,0,,,68fd1e64,ed7b1c58,b063fe4e,4b972461,25c83c98,fbad5c96,1d2ec7e0,1f89b562,7cc72ec2,d7cb1343,2872a4bd,8cdc4941,f8320f48,b28479f6,298421a5,3084c78b,3486227d,8814ed47,,,514b7308,c9d4222a,32c7478e,2fd70e1c,,
1,3,-1,4,3,82,3,17,25,35,1,4,,3,be589b51,58e67aaf,6bd36b91,cd88e057,4cf72387,7e0ccccf,d5b22f0b,0b153874,a73ee510,fbbf2c95,fee58969,d68dbd18,a8840224,1adce6ef,d002b6d9,32f8d857,e5ba7672,c21c3e4c,2efde463,b1252a9d,a4bbf588,,32c7478e,3fdb382b,9b3e8820,a00829e6
0,,0,3,8,11737,,0,9,77,,0,,8,05db9164,ae46a29d,d754fbef,f922efad,25c83c98,7e0ccccf,0d5ac942,5b392875,a73ee510,3b08e48b,f7433a43,9bf4fa6a,4fce4e51,b28479f6,38dfb71f,01adbab4,776ce399,4b824efd,,,21c9516a,,32c7478e,b34f3128,,
0,,36,8,1,30443,27,2,1,4,,1,,1,05db9164,58e67aaf,6bd36b91,cd88e057,4cf72387,7e0ccccf,5392de9d,0b153874,a73ee510,bc952f5e,f89fe102,d68dbd18,83e6ca2e,07d13a8f,10935a85,32f8d857,e5ba7672,c21c3e4c,2efde463,b1252a9d,a4bbf588,,32c7478e,3fdb382b,9b3e8820,a00829e6
0,,2326,8,3,1530,,0,5,13,,0,,3,68fd1e64,09e68b86,aa8c1539,85dd697c,43b19349,fe6b92e5,24db17b4,0b153874,a73ee510,b7fb43b5,d6ea7935,d8c29807,74838342,8ceecbc8,d2f03b75,c64d548f,1e88c74f,63cdbb21,cf99e5de,5840adea,5f957280,,3a171ecb,1793a828,e8b83407,b7d9c3bc
1,4,21,2,2,0,0,28,10,26,2,6,,0,05db9164,fc67db1d,8f561cd8,4e0c8817,25c83c98,,1346a1ab,0b153874,a73ee510,b58c39b4,96a52b15,95fc3a70,e40f343d,64c94865,53175e74,8f24e8fd,e5ba7672,e24773fa,,,754588df,,32c7478e,be673bbf,,
0,,21,2,6,,,0,6,6,,0,,6,05db9164,08d6d899,9143c832,f56b7dd5,25c83c98,7e0ccccf,1af5fecb,0b153874,7cc72ec2,3b08e48b,2e3884d7,ae1bb660,9c7a975e,b28479f6,bffbd637,bad5ee18,2005abd1,bbf70d82,,,0429f84b,,423fab69,c0d61a5c,,
1,,9,63,12,8,935,3,12,94,,1,,12,05db9164,38d50e09,a1f7e30b,8d8188a0,25c83c98,7e0ccccf,a86d9649,5b392875,a73ee510,6ffb4550,aadb87b9,ba2755e8,e9332a03,07d13a8f,e24ff4c6,2d816edd,07c540c4,f855e3f0,21ddcdc9,5840adea,ee6cb673,,3a171ecb,9117a34a,001f3601,9f6a34e7
0,,2,21,2,76137,298,0,9,47,,0,,2,05db9164,bfdcfc4a,ae06bf90,b125f81c,25c83c98,13718bbd,0e43ec16,37e4aa92,7cc72ec2,6a5863df,9ad3b3ec,c15e7f3e,95793ef0,07d13a8f,aa18cf81,98334731,d4bb7bd8,ffd53157,21ddcdc9,5840adea,845453b6,,55dd3565,ce327ac7,e8b83407,09dd415c
1,1,33,2,4,41,2,17,15,31,1,2,1,2,439a44a4,d79dbf86,69638440,afc54bd9,25c83c98,7e0ccccf,8048b460,1f89b562,a73ee510,d3ee858a,ae4c531b,fc75a704,01c2bbc7,b28479f6,5258bd01,a2f91f2d,3486227d,102bad49,,,1fe24a90,,32c7478e,1793a828,,
1,,0,10,7,41,,0,20,62,,0,6,7,05db9164,4f25e98b,d691f31c,31940847,25c83c98,fe6b92e5,19c9e23a,5b392875,a73ee510,9ed66789,38317f6d,585b9de9,a8374791,07d13a8f,dfab705f,1c24740e,8efede7f,7ef5affa,cc4c70c1,b1252a9d,e6258d92,ad3062eb,32c7478e,0444f8a7,001f3601,7b4426f4
0,0,-1,5,3,4354,20,85,5,90,0,6,1,3,5a9ed9b0,287130e0,31c3612f,14f195ab,25c83c98,,4d10903e,0b153874,a73ee510,7360544e,4160baab,60e03064,706d0b7b,b28479f6,9efd8b77,dff2640e,27c07bd6,891589e7,21ddcdc9,a458ea53,7f311475,,32c7478e,3fdb382b,ea9a246c,49d68486
1,1,-1,,,1517,24,14,13,51,0,3,,,68fd1e64,421b43cd,f59a387f,29998ed1,25c83c98,7e0ccccf,44fb02c7,062b5529,a73ee510,681cecd3,2386466b,6aaba33c,45db6793,b28479f6,2d0bb053,b041b04a,e5ba7672,2804effd,,,723b4dfd,,3a171ecb,b34f3128,,
0,,89,4,4,20332,,0,4,4,,0,,4,5a9ed9b0,2c16a946,e6d67289,64712dc5,25c83c98,7e0ccccf,38eec06c,0b153874,a73ee510,3b08e48b,9839fbc5,54442702,7b903000,b28479f6,3628a186,384d2714,776ce399,e4ca448c,,,2bce5813,,be7c41b4,9117a34a,,
1,,30,6,,3211,15,9,0,15,,1,,,68fd1e64,1cfdf714,ed419a33,13508380,25c83c98,7e0ccccf,90a2c015,0b153874,a73ee510,3b08e48b,0f736a0c,1cf36a9e,3af886ff,07d13a8f,e439dd9b,662896b1,e5ba7672,9df49ecd,55dd3565,b1252a9d,430857ae,,423fab69,45ab94c8,cb079c2d,c84c4aec
0,1,5,43,1,119,41,2,4,22,1,2,,1,68fd1e64,8f5b4275,b009d929,c7043c4b,25c83c98,7e0ccccf,83b2c64e,0b153874,a73ee510,3b08e48b,a907d01a,3563ab62,1fdfd0bf,1adce6ef,a6bf53df,b688c8cc,07c540c4,65c9624a,21ddcdc9,5840adea,2754aaf1,,dbb486d7,3b183c5c,e8b83407,adb5d234
1,1,2,,1,470,1,1,1,1,1,1,,1,05db9164,0b365770,ddeade01,f7797a04,25c83c98,,d24c148c,1f89b562,a73ee510,3b08e48b,3582fc07,5832ee37,a40f11b2,ad1cc976,761311e6,92ff7afc,d4bb7bd8,f10e6f04,,,0cb2e928,,c3dc6cef,e9bf7d9e,,
0,,336,,,180204,,0,7,1,,0,,,5bfa8ab5,85af3139,02cf9876,c18be181,25c83c98,3bf701e7,5ce3f5af,0b153874,7cc72ec2,cb8bd380,b26d847d,8fe001f4,38016f21,d2dfe871,4882e4b3,36103458,e5ba7672,d4328054,,,e587c466,ad3062eb,3a171ecb,3b183c5c,,
0,0,5,1,9,22344,,,15,,0,,,9,68fd1e64,d833535f,02cf9876,c18be181,25c83c98,7e0ccccf,880b3651,0b153874,a73ee510,610f6d4c,d257849e,8fe001f4,a8af8c1d,b28479f6,e2502ec9,36103458,d4bb7bd8,42a2edb9,,,e587c466,,3a171ecb,3b183c5c,,
0,1,180,18,16,33,16,1,16,16,1,1,,16,5a9ed9b0,421b43cd,68889057,29998ed1,25c83c98,fe6b92e5,a6a575e6,0b153874,a73ee510,0741dc88,4829f487,6aaba33c,2180053c,b28479f6,e1ac77f7,b041b04a,07c540c4,2804effd,,,723b4dfd,,32c7478e,b34f3128,,
0,,0,1,,3067,51,2,4,48,,1,,,68fd1e64,38d50e09,396df967,328b42c3,30903e74,7e0ccccf,a97488df,0b153874,a73ee510,2c443d6f,fd7856c1,8481d649,6a430a5b,1adce6ef,6efcae21,b2f2a0c7,07c540c4,f855e3f0,21ddcdc9,5840adea,f0bb1194,,32c7478e,a5ce2d0d,001f3601,984e0db0
0,,1,,1,68124,,0,12,12,,0,0,1,241546e0,207b2d81,6a8a1217,14bfebf4,25c83c98,7e0ccccf,d2bf02a6,0b153874,7cc72ec2,c116edf3,e973bfd7,5b355b50,439cd4cc,1adce6ef,dbbde166,0ded9094,3486227d,25c88e42,21ddcdc9,a458ea53,831d5286,,dbb486d7,9e9a60e4,001f3601,ee926a57
0,1,11,5,2,207,21,4,5,302,1,3,28,5,291b7ba2,097e9399,c94ced93,1977310a,25c83c98,7e0ccccf,875679ca,37e4aa92,a73ee510,3b08e48b,bbd0e773,6ce922fb,79ae8b9a,1adce6ef,5c3dbd29,f8139043,8efede7f,97029569,21ddcdc9,b1252a9d,f699348c,,55dd3565,8a6ca020,2bf691b1,51c2c54a
0,0,42,,5,3237,95,24,31,531,0,7,,5,05db9164,38a947a1,ec3d2f1e,05f47daf,25c83c98,7e0ccccf,fe4dce68,0b153874,a73ee510,6a002f59,68357db6,6b0f435e,768f6658,b28479f6,d8f0318c,1fc4a15f,e5ba7672,065917ca,,,e0700d20,,32c7478e,49b576a0,,
0,1,84,1,2,434,69,1,13,11,1,1,,2,05db9164,4f25e98b,d23a2b89,f85c9252,43b19349,7e0ccccf,d2dbdfe6,0b153874,a73ee510,316007da,2b9c7071,277174b2,1aa94af3,b28479f6,99637b25,2d92fd59,27c07bd6,c04ce6df,5e89f4c8,b1252a9d,7ec19697,c9d4222a,32c7478e,9117a34a,001f3601,54ca28ff
1,96,10,1,1,95,2,463,13,1142,1,32,1,1,05db9164,3f0d3f28,b0a84ac3,e5320740,25c83c98,fe6b92e5,c96de117,5b392875,a73ee510,08658f3b,ad757a5a,b5ddb730,93b18cb5,1adce6ef,993a7719,16b7b16b,27c07bd6,744ad4a0,,,2064a97a,c9d4222a,423fab69,e5fca70a,,
0,0,0,1,,2914,31,1,1,31,0,1,,,41edac3d,09e68b86,4c855e25,d02ba8fa,25c83c98,,08155fd0,0b153874,a73ee510,2124a520,3ac87d37,9fd03f62,cde3ec68,07d13a8f,36721ddc,a8d4711a,d4bb7bd8,5aed7436,9653bb65,a458ea53,972d4080,,32c7478e,3fdb382b,e8b83407,49d68486
0,0,45,55,0,580,1592,0,5,58,0,0,,5,05db9164,f0cf0024,9dd3c4fc,a09fab49,b2241560,fe6b92e5,b89d8b78,062b5529,a73ee510,972359d0,c0f836a7,3c5900b5,c7176043,b28479f6,fdb1071f,0decd005,e5ba7672,cc693e93,21ddcdc9,b1252a9d,7633c7c8,,3a171ecb,17f458f7,e8b83407,2b5727c4
0,7,2,,0,17,0,9,3,64,1,3,,0,05db9164,1e327ff6,79cfe9e2,9028f543,25c83c98,fbad5c96,ca280131,0b153874,a73ee510,3b08e48b,868a9e47,5e910d70,fc5dea81,07d13a8f,8ebd9227,1b092456,e5ba7672,627060bf,,,421aaac0,,32c7478e,30d6ea16,,
0,,2,4,4,10454,23,14,3,6,,1,,4,05db9164,7a1bc0a3,dd1e882e,f34203e3,4cf72387,fbad5c96,f48ecf39,0b153874,a73ee510,a1060a95,c24bcce6,0a48382f,0932f78d,1adce6ef,e4d19743,4e669708,e5ba7672,34ab890d,,,81f8acaf,,423fab69,15b4ecfa,,
0,,34,9,,6348,,0,3,35,,0,,,8a033483,b80912da,1a9eaa1f,6bbe7ec9,25c83c98,,1e3bdb1b,0b153874,a73ee510,8a99abc1,4352b29b,9e35cae8,5f4de855,b28479f6,79fcb5cb,f1aec720,e5ba7672,7119e567,9d523618,a458ea53,f0b5ce15,,bcdee96c,338d7f24,ce62e669,4f8a2659
0,6,33,2,2,630,2,10,2,7,1,2,,2,05db9164,7343075e,1b8cd522,65b7ad03,25c83c98,fe6b92e5,52c84489,0b153874,a73ee510,c74e55c3,f697a983,f1aacc15,e5643e9a,1adce6ef,bda6d41b,5293528a,e5ba7672,98ea4817,,,76875528,c9d4222a,423fab69,372bcf2c,,
0,,34,,17,1956,84,4,18,177,,2,0,17,05db9164,7008ef6d,df00c4f0,031bba14,25c83c98,fe6b92e5,54a60f79,0b153874,a73ee510,df947866,d4a6e08f,336bb1d7,5ba7dfaa,b28479f6,602e38b0,631f0045,e5ba7672,02cf5d49,,,1fe472e2,,32c7478e,89bd83a1,,
1,0,565,,3,11541,351,52,1,200,0,8,0,27,05db9164,287130e0,c93d9184,31178f79,25c83c98,fbad5c96,c6fa13fe,062b5529,a73ee510,302b11c0,cebf7e5e,77f6ed4a,d3b3cfc1,07d13a8f,10040656,d1fb3650,27c07bd6,891589e7,5b885066,5840adea,dadf6237,,32c7478e,6095f986,ea9a246c,03219b28
1,3,1,56,36,1,3,3,43,73,1,1,,3,05db9164,04e09220,b1ecc6c4,5dff9b29,25c83c98,7e0ccccf,1dc1a765,0b153874,a73ee510,1ce1e29d,58d7f05a,2436ff75,b1451e1a,07d13a8f,f6b23a53,f4ead43c,e5ba7672,6fc84bfb,,,4f1aa25f,ad3062eb,423fab69,ded4aac9,,
0,,19,6,4,,,,4,,,,,4,8cf07265,38a947a1,,,25c83c98,7e0ccccf,e7698644,0b153874,7cc72ec2,3b08e48b,3ec9c616,,b55434a9,b28479f6,af75c9b2,,2005abd1,daaca6f6,,,,,be7c41b4,,,
0,,470,1,,19003,,0,3,28,,0,,,05db9164,dd8c896e,9f89e44c,13508380,25c83c98,7e0ccccf,52afb1dd,0b153874,a73ee510,3b08e48b,12eedc36,2e0a5bd9,8e7ad399,07d13a8f,95275a51,19652a9a,776ce399,3182300e,55dd3565,b1252a9d,e246b696,,be7c41b4,45ab94c8,010f6491,c84c4aec
0,0,104,1,0,3614,74,15,7,9,0,4,1,1,68fd1e64,a90d6e47,,,25c83c98,,5192dba2,0b153874,a73ee510,cf5fed52,aaa08406,,6665daff,07d13a8f,6045815c,,3486227d,08d20fe7,,,,,32c7478e,,,
0,7,155,58,14,51,14,50,22,104,1,7,,14,05db9164,38a947a1,ea63f33e,fb38895c,25c83c98,7e0ccccf,1c86e0eb,5b392875,a73ee510,43daf709,755e4a50,1602b520,5978055e,b28479f6,46ed0b3c,609bb327,e5ba7672,2c6cb693,,,a569bffb,,3a171ecb,b258af68,,
0,,2,142,22,11666,,0,31,43,,0,,31,5a9ed9b0,bfdcfc4a,a2739bb5,85dd697c,25c83c98,7e0ccccf,0dbf2675,0b153874,a73ee510,42459662,88196a93,6ee9905c,1211c647,b28479f6,2ed5bdad,3d1cff55,e5ba7672,ffd53157,21ddcdc9,5840adea,20f2b73e,,32c7478e,1793a828,e8b83407,4e7af834
0,,33,,,41561,,,25,,,,,,68fd1e64,08d6d899,9143c832,f56b7dd5,0942e0a7,7e0ccccf,9a8798e6,1f89b562,a73ee510,3b08e48b,fd0dad89,ae1bb660,f171ba63,b28479f6,bfef54b3,bad5ee18,776ce399,87c6f83c,,,0429f84b,,be7c41b4,c0d61a5c,,
0,0,1,10,1,3084,50,9,10,61,0,2,0,1,f473b8dc,ef69887a,19191311,2a4e5fde,4cf72387,7e0ccccf,29cfd71f,0b153874,a73ee510,3df44b8a,a4ea009a,8ef3ae28,1e9339bc,1adce6ef,9a0b5832,3431eff0,e5ba7672,4bcc9449,2b558521,a458ea53,d5ffea6a,,423fab69,d96682aa,e8b83407,0dcd5521
0,,118,126,0,2842,,0,3,3,,0,,2,05db9164,854a10a0,d19051e3,c8aa2944,25c83c98,7e0ccccf,311d5143,25239412,a73ee510,3b08e48b,57f01cf7,53504205,f0ba98ce,b28479f6,d8107d42,f955fa1e,776ce399,e3d9ff6e,21ddcdc9,5840adea,78d34422,,32c7478e,84c4a227,e8b83407,61e54666
0,0,2,4,1,1851,89,8,15,262,0,1,0,1,9a89b36c,73a46ff0,71a318e5,5714e30c,25c83c98,,dcbfc6aa,0b153874,a73ee510,dc790dda,40862c01,6c6c6fff,0f39538f,07d13a8f,376a23f2,5c0831b0,8efede7f,da507f45,21ddcdc9,a458ea53,24da1a62,,32c7478e,4ac791f9,ea9a246c,79beb634
0,0,55,21,38,1586,65,25,26,314,0,4,,44,68fd1e64,2a69d406,e9927257,13508380,25c83c98,7e0ccccf,00239ba4,0b153874,a73ee510,67cebf16,13429d76,edd5088e,158b69db,07d13a8f,3b2d8705,660d3236,e5ba7672,642f2610,55dd3565,b1252a9d,9dfe895a,,423fab69,45ab94c8,2bf691b1,c84c4aec
0,15,1,4,15,7,7,15,15,15,1,1,,7,05db9164,38a947a1,,,25c83c98,7e0ccccf,ad82323c,5b392875,a73ee510,bdfd8a02,7ca25fd2,,d3802338,1adce6ef,cbbe08bc,,e5ba7672,b4270c3a,,,,,85d5a995,,,
0,,1,52,20,14506,47,9,20,46,,1,,20,05db9164,287130e0,6cea144c,9b90d9a2,25c83c98,fe6b92e5,6284da2d,0b153874,a73ee510,3723bd3a,5874c9c9,43c46d83,740c210d,b28479f6,9efd8b77,8bfde9d4,e5ba7672,891589e7,5b885066,a458ea53,13e6792a,c9d4222a,32c7478e,4001cb4f,ea9a246c,aee7bde0
